shareag,sharemanu,shareemp,gr1,gr2,gr3,gr4,gr5,gr6,p,b
0.33010687,0.566893067,0.399522548,0.309609519,0.089624797,0.929109151,0.493990868,0.242677214,0.115513691,0.342833358,0.476387757
0.38878158,0.237796346,0.035731587,0.352398374,0.55845043,0.974391376,0.214856157,0.323111732,0.665443838,0.568989489,0.785381415
0.110602925,0.386101645,0.026036709,0.561627405,0.070925743,0.475176417,0.243155374,0.800146169,0.433288938,0.103878391,0.052762784
0.653931685,0.874311414,0.167231341,0.346336006,0.533851502,0.003326425,0.647254317,0.140173406,0.221735824,0.651245383,0.831022332
0.104689767,0.089494889,0.972820479,0.203846439,0.346275993,0.126831556,0.47400592,0.598743283,0.713042041,0.607376073,0.226834662
0.47529473,0.13773326,0.697888972,0.452192317,0.975387705,0.310043829,0.671761538,0.235484919,0.196454057,0.820399849,0.509337926
0.092898138,0.664780972,0.705400932,0.155683095,0.993174397,0.007971451,0.577985081,0.848906822,0.249348418,0.435996582,0.846068755
0.154851896,0.035660153,0.679136637,0.694006732,0.560715661,0.990229142,0.277909407,0.369530163,0.731035571,0.394894572,0.335829813
0.280271291,0.580676221,0.992031328,0.252121615,0.064095199,0.138698591,0.824994431,0.423390264,0.78496812,0.260130485,0.087222289
0.612799477,0.776223956,0.507323824,0.508547607,0.230567165,0.413995851,0.758414515,0.710381361,0.974106615,0.064074226,0.387896084
0.758406018,0.397406903,0.052535723,0.675182825,0.829826916,0.444604333,0.608199759,0.707288421,0.064232697,0.591231706,0.910457553
0.829188987,0.585222782,0.599049198,0.658030812,0.223917974,0.593920841,0.662926758,0.676132063,0.867554947,0.021744011,0.975961795
0.668350147,0.487586408,0.611955182,0.757442111,0.37669398,0.488715917,0.812013427,0.019479742,0.755148052,0.208365062,0.211531934
0.348832511,0.001413182,0.665373579,0.947554928,0.577459285,0.659777467,0.807367957,0.354325222,0.364605894,0.525359979,0.478630859
0.244778539,0.644097642,0.510960194,0.080107052,0.475366743,0.912066737,0.050991675,0.374898813,0.94368075,0.115725291,0.736821289
0.961610004,0.023595001,0.119881998,0.647069114,0.472032502,0.672830663,0.853112894,0.094085454,0.25950397,0.199862575,0.21913115
0.061268802,0.098864418,0.808267215,0.096444694,0.437204133,0.966406109,0.054181154,0.891415501,0.638109298,0.255451561,0.414843176
0.686469993,0.673971137,0.053438776,0.116798937,0.175259889,0.160223328,0.441631694,0.844344114,0.077249723,0.704275133,0.607523685
0.718751136,0.885934245,0.470592052,0.174451667,0.936493498,0.387678647,0.152442986,0.659366417,0.463191202,0.786868444,0.796721676
0.925336531,0.303699473,0.908603487,0.849723607,0.411622654,0.812037805,0.337005058,0.813248369,0.275758047,0.357165562,0.732504404
0.019611237,0.483266348,0.588786062,0.140376929,0.446813984,0.204824958,0.413606662,0.943322862,0.334260717,0.068135974,0.672023637
0.401447094,0.879402383,0.178160993,0.963581258,0.869423028,0.317188995,0.771208279,0.222581456,0.516442201,0.330677715,0.11355879
0.587150663,0.521336032,0.958294806,0.939817242,0.177058708,0.120199459,0.348238437,0.647140551,0.133906038,0.99000356,0.604646164
0.082417138,0.148710401,0.760336826,0.294878795,0.249755374,0.237589063,0.79240058,0.950365181,0.541680709,0.173864687,0.066180319
0.167010923,0.738894496,0.577357527,0.469138042,0.75738945,0.925221304,0.786594796,0.54421828,0.682033743,0.860524845,0.241505356
0.535149839,0.930768402,0.319447673,0.230490128,0.493133362,0.880229751,0.072305382,0.56862795,0.396032814,0.588928279,0.192301066
0.803044505,0.54228083,0.048055474,0.952705243,0.420686793,0.335514301,0.285303591,0.664192091,0.437717761,0.744035819,0.057178425
0.462438033,0.992525686,0.084413678,0.293033517,0.961265792,0.538141663,0.481439315,0.365627224,0.130422671,0.902428992,0.206053486
0.41907035,0.655169091,0.276130736,0.725230955,0.001430332,0.908328198,0.203172428,0.854742368,0.468495731,0.529351124,0.710067771
0.486839781,0.082808022,0.211901972,0.526990968,0.98850951,0.711983581,0.365429855,0.201414454,0.992523658,0.657019198,0.011766472
0.740224716,0.730902493,0.097767494,0.785753047,0.434141845,0.754562753,0.929494118,0.458974048,0.31513021,0.693300823,0.879047682
0.692999779,0.227836719,0.065367832,0.608928281,0.748567284,0.613107495,0.264378063,0.902707799,0.676772336,0.079355533,0.244170353
0.716377189,0.198710321,0.953928507,0.782580714,0.820373352,0.996098605,0.197930152,0.631900295,0.510846517,0.250545629,0.102426915
0.662377403,0.152489923,0.988781934,0.53456293,0.734118199,0.18449514,0.914588061,0.986218037,0.685116023,0.178294088,0.426187573
0.264216328,0.834104554,0.571784527,0.642248384,0.079859674,0.642959566,0.952856374,0.089879683,0.011520625,0.677840402,0.901172571
0.91927491,0.751723981,0.772449429,0.481111869,0.485410635,0.837460026,0.970101092,0.16383075,0.87707384,0.121088961,0.187034999
0.72797739,0.944946397,0.296683469,0.530223136,0.362505136,0.004545209,0.999041656,0.71389634,0.735335305,0.220867958,0.580277562
0.857912948,0.022898396,0.642995593,0.827143717,0.346718581,0.731322121,0.740419972,0.823670527,0.027729465,0.964541108,0.692691498
0.554458552,0.960133731,0.49937377,0.936373876,0.34092397,0.814599192,0.962632264,0.605077273,0.90993642,0.228850381,0.438786652
0.042381616,0.358199431,0.232584944,0.234193976,0.70209256,0.229456684,0.231449311,0.255822753,0.044874135,0.058967367,0.584088366
0.971475901,0.985377731,0.576324213,0.445391395,0.651469497,0.242398591,0.118649891,0.0475857,0.14810031,0.832818885,0.567225265
0.789863409,0.346006111,0.073942951,0.510541846,0.756472938,0.068891204,0.89581356,0.427904666,0.61636655,0.674448715,0.324186686
0.809334609,0.458746867,0.728847798,0.435932048,0.737077114,0.313594304,0.841635585,0.959948716,0.375446902,0.922938978,0.367846453
0.797419067,0.279432243,0.444801505,0.585724186,0.87851762,0.064876221,0.848163655,0.976431029,0.312738972,0.802622212,0.452350057
0.967395589,0.741985204,0.875303483,0.366353242,0.780992898,0.585454465,0.046173879,0.357225232,0.532891294,0.700049034,0.030085416
0.776741078,0.903258477,0.383074509,0.665468195,0.270601183,0.828707116,0.333066288,0.360505651,0.791555539,0.729139467,0.122322546
0.164996865,0.406515477,0.294809741,0.454889744,0.96797264,0.377950093,0.080016314,0.718716328,0.725962996,0.918450415,0.08639187
0.86014105,0.924520758,0.526042011,0.026209438,0.243053952,0.279664139,0.529348046,0.773749614,0.966144617,0.75969263,0.142500104
0.965187243,0.662868611,0.743079141,0.601710101,0.87624372,0.795241728,0.313145371,0.184990363,0.941656597,0.618212703,0.76280276
0.773575374,0.078175821,0.414147799,0.106984038,0.457499175,0.84173886,0.287762233,0.247855411,0.633379778,0.464194472,0.880711618
0.30328538,0.822969089,0.089053671,0.247915856,0.669230538,0.780242621,0.56214689,0.964581242,0.410146956,0.640401914,0.750320046
0.180788685,0.512228326,0.628347366,0.216376109,0.608008048,0.260111057,0.624445221,0.982956975,0.098081368,0.329777801,0.4800362
0.279772314,0.853704867,0.188272149,0.671789349,0.764606368,0.361049487,0.666226956,0.070095334,0.389289384,0.002700774,0.341314595
0.634798175,0.388376259,0.995798004,0.834673156,0.699612463,0.031979096,0.377908367,0.10543651,0.344956824,0.545295993,0.709079968
0.568050109,0.596674064,0.580530557,0.020056543,0.239894725,0.491795386,0.688864676,0.578821965,0.765752862,0.670210863,0.905148276
0.350558883,0.514265592,0.376423025,0.63670291,0.069778517,0.153613283,0.360825054,0.230118968,0.026640017,0.481460243,0.004089117
0.731233393,0.832155802,0.010171571,0.099238369,0.726849404,0.367935258,0.355854283,0.893656724,0.802244682,0.94883947,0.808210109
0.811554842,0.4696017,0.900352791,0.877371571,0.611792988,0.042542694,0.178817092,0.37850254,0.059314453,0.951364442,0.757284664
0.595686005,0.245279298,0.638033672,0.429530901,0.981454595,0.530837,0.948153144,0.867448537,0.152935662,0.741750257,0.17193459
0.404598471,0.194475836,0.365802226,0.67930326,0.200070534,0.408737229,0.387369748,0.308321602,0.480017227,0.145089385,0.016247702
0.458477095,0.666689744,0.015413113,0.819846598,0.851381262,0.07253538,0.74767061,0.168258589,0.880306127,0.956134785,0.490347751
0.219011334,0.626383918,0.792163615,0.199239613,0.581857752,0.561496043,0.743455931,0.933866644,0.90656483,0.239150546,0.498464358
0.189419408,0.793925011,0.517965474,0.915122189,0.290839643,0.726543819,0.614479081,0.16116882,0.238542732,0.961574921,0.152658378
0.29682937,0.236285755,0.843111453,0.414491339,0.266047436,0.483315433,0.370808483,0.412032793,0.621541957,0.646467449,0.98820053
0.441865268,0.622047683,0.982648637,0.83751489,0.041593568,0.469298201,0.643065617,0.835986513,0.835992689,0.344090327,0.629849915
0.836191525,0.496540635,0.124073412,0.321389964,0.832426308,0.668694953,0.590127565,0.188465592,0.355312154,0.737102167,0.57644647
0.466088617,0.56168671,0.165458199,0.931242584,0.500012068,0.820469486,0.760565049,0.84144811,0.32518083,0.367501067,0.941880605
0.314006307,0.41005403,0.521735985,0.719981564,0.406659694,0.393069752,0.645733138,0.014126252,0.994037744,0.971410981,0.215155739
0.445818373,0.999121371,0.606803099,0.570976869,0.641518261,0.664181437,0.67628048,0.819073683,0.082817674,0.004550324,0.488143149
0.494612686,0.253781594,0.832812687,0.681597308,0.779068423,0.952282999,0.524903388,0.49643119,0.585458621,0.994385889,0.589068332
0.912874642,0.275524226,0.425449257,0.05172703,0.106088948,0.845958406,0.452297389,0.753716885,0.843336642,0.535028855,0.327201823
0.848907049,0.307968728,0.651353577,0.375161991,0.188009373,0.709221574,0.026903181,0.621443737,0.329592869,0.37941144,0.260364077
0.424642754,0.657359973,0.327110533,0.237991049,0.91008354,0.46071943,0.115910083,0.010387825,0.349955709,0.245521669,0.023215278
0.024403407,0.059151301,0.78508854,0.668748439,0.602621915,0.861623742,0.85636952,0.914316069,0.203735669,0.352750683,0.287720483
0.866364618,0.881969828,0.203588742,0.381007915,0.185178136,0.592551849,0.876271055,0.529193587,0.418280118,0.305564074,0.06182527
0.4296833,0.857691053,0.625897484,0.30454342,0.062635153,0.101432366,0.823249512,0.688806665,0.894265093,0.805047919,0.598192736
0.054376377,0.772972286,0.617366778,0.652337636,0.209368069,0.978793379,0.545772138,0.587459622,0.93968509,0.150278558,0.595655504
0.652731167,0.380446428,0.281018551,0.799933991,0.151139513,0.344681201,0.394602657,0.434603988,0.367300389,0.847604683,0.791983782
0.525276692,0.346884789,0.008992592,0.102873143,0.309385155,0.274813849,0.321031288,0.108977407,0.231425689,0.631800411,0.362302264
0.665055197,0.590749547,0.978443388,0.917625663,0.716749619,0.850137789,0.97629527,0.097311775,0.183003613,0.811421961,0.259228404
0.289470608,0.136486755,0.718382313,0.92200393,0.741085103,0.323572296,0.695609509,0.534128273,0.797482761,0.080210764,0.53121898
0.902942746,0.317961643,0.918994505,0.853199409,0.076324377,0.523226409,0.3026731,0.629055039,0.977920036,0.354227653,0.959595741
0.317195991,0.291963044,0.370348996,0.039101604,0.093254053,0.742026033,0.405875471,0.245553467,0.174577098,0.980167247,0.592760855
0.2049096,0.434958668,0.590131381,0.543243948,0.118287806,0.339624796,0.705000595,0.35031948,0.006812717,0.695531103,0.862958438
0.290237184,0.257255717,0.0197418,0.073076858,0.799458109,0.699378791,0.323453332,0.608593751,0.828486059,0.362521748,0.858210245
0.108054102,0.721467544,0.636002516,0.813924044,0.691988363,0.960237472,0.217314709,0.794457456,0.951812431,0.780173384,0.780535141
0.334509411,0.366900399,0.143298872,0.334614963,0.170257484,0.019521768,0.033803597,0.471569334,0.841212823,0.978009023,0.117999729
0.889411882,0.180616008,0.671169216,0.183418524,0.280881414,0.052020691,0.298706004,0.619303416,0.245542724,0.760702732,0.726057865
0.510268603,0.55463373,0.80093448,0.841249159,0.895589834,0.878175828,0.425903587,0.552975151,0.446035231,0.095219651,0.294655072
0.571422054,0.818001402,0.16319514,0.084489218,0.148359602,0.632416145,0.653226847,0.372425016,0.551611123,0.317563443,0.895116308
0.579499549,0.919919908,0.17283721,0.326961806,0.859513789,0.496065085,0.077629077,0.210092495,0.752931507,0.027068062,0.47045835
0.434263421,0.716857043,0.338807767,0.523439799,0.672780638,0.959608494,0.955733083,0.15159593,0.48413988,0.515219513,0.702517042
0.184096078,0.693654516,0.092116242,0.968809728,0.286061665,0.436483565,0.483603867,0.203876238,0.59237074,0.242326877,0.971572412
0.644285805,0.217398986,0.759038473,0.360577758,0.12114262,0.076988195,0.932204913,0.721499275,0.529054485,0.907140918,0.86544012
0.883068285,0.886923035,0.965011772,0.13263623,0.66308521,0.737519669,0.099659205,0.723952172,0.015454763,0.600773161,0.401480929
0.615203597,0.78728926,0.357900533,0.974045212,0.131471976,0.300720892,0.247567902,0.006735104,0.356785032,0.023993477,0.915351706
0.07294473,0.800211261,0.068050775,0.110373904,0.026249996,0.692042383,0.72719832,0.865873128,0.424375558,0.555916368,0.284681589
0.220581974,0.949381414,0.675858068,0.513913074,0.760571698,0.81935527,0.109931727,0.276661354,0.658662412,0.829346762,0.517371405
0.455927215,0.713691987,0.369557248,0.299586907,0.384080838,0.442631351,0.476909849,0.932690829,0.713771059,0.425574053,0.927277868
0.932222786,0.866701185,0.396240401,0.325861272,0.646502662,0.750977922,0.636468167,0.038027123,0.769553488,0.088774105,0.966496729
0.898676189,0.164150682,0.649799835,0.396878782,0.978613478,0.233310993,0.18968163,0.310731216,0.705141904,0.076196164,0.653023028
0.129142082,0.670614028,0.881728643,0.903223383,0.632158401,0.947207216,0.111411125,0.884854914,0.188216666,0.778421481,0.84968103
0.906089502,0.549146689,0.945234696,0.124002565,0.55302407,0.29915542,0.35307624,0.125446228,0.703057922,0.885670141,0.949334501
0.559574225,0.298495085,0.886431499,0.713375961,0.811678933,0.905489381,0.445347798,0.192249792,0.607669612,0.153817536,0.506538293
0.490923713,0.441909428,0.457836176,0.923491016,0.321138745,0.410082205,0.015941256,0.821825646,0.565896996,0.018941384,0.769338041
0.044494298,0.050078323,0.782199509,0.171935918,0.215982386,0.545950105,0.508549402,0.87374029,0.360850424,0.01652326,0.263593106
0.356138343,0.248038738,0.948933547,0.166086761,0.15415622,0.02559502,0.122797156,0.671003891,0.644008164,0.416941428,0.301680571
0.725312465,0.226220838,0.155963869,0.157993589,0.012625564,0.695398298,0.048437775,0.829559792,0.539516025,0.129476847,0.886382899
0.637208336,0.780064586,0.467652003,0.634030926,0.467555868,0.774665817,0.106388794,0.531264395,0.917508236,0.574737431,0.869248119
0.118618005,0.74621051,0.150108523,0.590826057,0.964789365,0.213605265,0.058131275,0.759996092,0.095403847,0.348844352,0.46044059
0.271593486,0.282391922,0.139452646,0.031854129,0.096565758,0.421102715,0.871052559,0.14455727,0.385436297,0.894169896,0.828012861
0.097239513,0.952221395,0.439543516,0.87524395,0.203846258,0.705803902,0.149987444,0.465745399,0.125438438,0.149926133,0.920925717
0.743703557,0.712584117,0.983785892,0.179219468,0.772503168,0.854486361,0.513087741,0.153749173,0.331825968,0.451873849,0.023706625
0.142753444,0.865069009,0.736822476,0.70468584,0.303389532,0.778483485,0.898634643,0.851233962,0.069634615,0.334654248,0.721332493
0.552594125,0.790398319,0.829001867,0.655881594,0.930228095,0.246798788,0.468809012,0.148366377,0.40467202,0.768718271,0.250863698
0.241986936,0.449883835,0.545693708,0.871638385,0.180544857,0.600687733,0.017856076,0.69716787,0.279575825,0.311330289,0.459608595
0.47686484,0.524386259,0.40267266,0.946485935,0.033522638,0.418330605,0.092973763,0.595459229,0.899901657,0.734893902,0.548616439
0.084943926,0.689791145,0.308296682,0.745460855,0.259636017,0.558251305,0.595127313,0.798338139,0.819229365,0.946333169,0.536654152
0.496701418,0.111484081,0.898500102,0.441604648,0.213195547,0.582953061,0.93589245,0.382445703,0.196861447,0.49908927,0.625969803
0.450719087,0.649159195,0.440524982,0.627910735,0.337461129,0.012155187,0.073761909,0.179731847,0.574701686,0.571180798,0.2486716
0.672303455,0.004185835,0.226111229,0.285085295,0.357134713,0.061115762,0.497232353,0.250347836,0.256025007,0.444425084,0.993758149
0.027946196,0.680738969,0.645778935,0.597505985,0.301474049,0.719596624,0.515134971,0.131108843,0.145952645,0.88824811,0.199318343
0.792505194,0.123987953,0.19847359,0.390536346,0.65824754,0.365261418,0.888045705,0.978136839,0.660890216,0.561518122,0.924810119
0.0310163,0.391455632,0.819985809,0.438495039,0.364712149,0.566676041,0.030347463,0.112982028,0.100067735,0.51778338,0.454046955
0.250312737,0.094114163,0.845861912,0.859869748,0.567209725,0.134769189,0.195794008,0.944365213,0.321030424,0.257123367,0.541903653
0.238485812,0.393366902,0.207314319,0.379633392,0.018238897,0.453377223,0.165044749,0.323985187,0.284821577,0.27080552,0.297142468
0.229706981,0.19139083,0.931383662,0.277742758,0.039576769,0.426057064,0.521604125,0.065183062,0.968968883,0.684192463,0.694694093
0.998681762,0.018507169,0.321908014,0.055879925,0.096858339,0.083202107,0.519708143,0.590304749,0.122171195,0.66754985,0.163674874
0.414810908,0.090914939,0.97362851,0.830662648,0.128822819,0.266747057,0.879228669,0.298603038,0.421738569,0.381190196,0.040538734
0.068703348,0.607882135,0.709506151,0.625085762,0.513518155,0.027409375,0.864309453,0.788144996,0.137274024,0.264754165,0.145749838
0.035543373,0.630320239,0.419679285,0.472503132,0.274412221,0.762137328,0.750667237,0.487500797,0.649203592,0.410474401,0.981487837
0.256671215,0.974067506,0.386746354,0.488309204,0.606478422,0.088704037,0.2919405,0.766456092,0.039298296,0.125244544,0.046649195
0.99472345,0.929480458,0.94273407,0.387494306,0.254209447,0.969805128,0.275864813,0.430522759,0.718896083,0.883227146,0.396497347
0.884963313,0.528978525,0.561467087,0.891325901,0.814780231,0.117973502,0.814610622,0.511110603,0.794008817,0.236338029,0.048292882
0.89642162,0.100895428,0.595515217,0.751681589,0.884988083,0.182162523,0.160204466,0.217975947,0.177562833,0.181333567,0.366089251
0.223977175,0.757863616,0.408807742,0.221866379,0.715117114,0.402434006,0.575550248,0.129976735,0.471963257,0.217831869,0.15987797
0.337497333,0.735817359,0.872199811,0.126944168,0.918941414,0.057756742,0.271217873,0.116109848,0.55649565,0.628958039,0.815313446
0.825394699,0.936391494,0.000709266,0.907257078,0.676553398,0.140276873,0.702474394,0.539682248,0.826246095,0.493575724,0.754801503
0.78390781,0.70148538,0.999868047,0.073764962,0.789583467,0.622985098,0.605046138,0.563722014,0.088170835,0.586287961,0.745252793
0.584656575,0.200184606,0.156746882,0.499081375,0.335393292,0.80381807,0.158406756,0.056431543,0.441747237,0.791265235,0.337737313
0.395586597,0.766634386,0.112455112,0.403568532,0.394650853,0.03702859,0.169572718,0.032402636,0.999376421,0.879060535,0.104917721
0.286495191,0.34201438,0.547729317,0.201145765,0.368074746,0.110882835,0.982041948,0.058345821,0.252777279,0.681860904,0.512528065
0.255731484,0.839167251,0.927122208,0.270152887,0.840393001,0.518644531,0.891584699,0.770851985,0.987187551,0.307155891,0.673385932
0.190791001,0.084189919,0.107391369,0.459486919,0.870070353,0.579601965,0.616957873,0.437149656,0.928514155,0.765203819,0.953927836
0.914744382,0.613459667,0.07696358,0.432905247,0.494290624,0.168040071,0.557459923,0.693535739,0.090962979,0.795040714,0.551582732
0.156867413,0.163184073,0.891758388,0.558218247,0.477006666,0.874726906,0.454486624,0.791208236,0.409116695,0.697109789,0.203278844
0.341906466,0.637406191,0.452221593,0.410126642,0.464348059,0.628747618,0.259435328,0.91742091,0.672109935,0.936325195,0.1949353
0.26219298,0.798450305,0.4745823,0.22380748,0.794720021,0.471427257,0.76738291,0.661884167,0.379109883,0.323520701,0.109561219
0.26966541,0.330622251,0.60501458,0.749489532,0.954736352,0.372959569,0.656292394,0.277571263,0.737525847,0.750295633,0.772719007
0.432312012,0.968620878,0.447039082,0.971269024,0.29601219,0.124407207,0.754953126,0.541223405,0.618130886,0.10739259,0.40704547
0.946415244,0.240972752,0.585595307,0.761070428,0.505582081,0.634589463,0.956813846,0.195859701,0.876453548,0.967086763,0.643829755
0.380332504,0.12906973,0.453609246,0.791902516,0.085734793,0.095122463,0.18100569,0.401906799,0.853725225,0.173281825,0.824561755
0.986999229,0.067378214,0.194656363,0.425839309,0.328167166,0.647657755,0.40729612,0.600290885,0.340736912,0.213781738,0.938779172
0.113647496,0.428949145,0.341812618,0.338652335,0.319438439,0.808053919,0.919051112,0.06688001,0.567873709,0.22555549,0.019667735
0.518803382,0.906074137,0.24663521,0.983382492,0.554180249,0.676969142,0.582191592,0.500240985,0.885511352,0.19276994,0.763824126
0.878692714,0.706251581,0.33087236,0.422110454,0.807875634,0.256893156,0.329457977,0.571125126,0.032194533,0.867165777,0.232267561
0.211745937,0.184219686,0.889605611,0.491729456,0.906033669,0.505486188,0.573080052,0.994646901,0.959515959,0.717968602,0.977890057
0.908612848,0.841950369,0.478094004,0.905241852,0.053699832,0.596885653,0.306160064,0.223667751,0.691457686,0.385924494,0.680976655
0.506015275,0.204974469,0.323486911,0.978263345,0.949881144,0.623530257,0.061259101,0.554688126,0.110593335,0.931840258,0.537419581
0.673838451,0.485127714,0.043290849,0.015901478,0.398005314,0.449749075,0.827156168,0.338107577,0.306265467,0.421796285,0.776520772
0.54670633,0.271567791,0.81108838,0.093205805,0.803578776,0.384248054,0.313770919,0.923048193,0.92140954,0.045784276,0.874560755
0.274883622,0.438625243,0.968944859,0.75483412,0.430114357,0.264266599,0.130987673,0.684950119,0.821195433,0.27885212,0.068463742
0.011357909,0.725108978,0.192828216,0.500046371,0.687621737,0.329811055,0.830343645,0.654081934,0.597844831,0.988490594,0.796155389
0.934181258,0.232596371,0.490768156,0.147254415,0.527229977,0.092281749,0.036950566,0.333021583,0.602160868,0.166282954,0.699383676
0.40718098,0.284119697,0.505318446,0.843341919,0.900877305,0.172477495,0.734585057,0.092352324,0.289764022,0.639183807,0.269018404
0.19740983,0.417164698,0.796112462,0.604086398,0.890288177,0.280587007,0.449182636,0.025804084,0.747282053,0.490316649,0.352384678
0.074715821,0.94024534,0.003584712,0.580878119,0.452569234,0.349307679,0.20390753,0.237330055,0.128315636,0.539697084,0.186644072
